ID,Datetime,Selected,Probability,Median Return Rate,Expected Undelayed Return Rate (random trend),Expected Actual Return Rate (random trend),Matched Trend Count,Interrupted Trend,Interrupted Trend Undelayed Return Rate,Interrupted Trend Actual Return Rate,Hit Rate (after first 30 mins),MDD (all the time),Undelayed Fund Remaining (commns. and fees deducted),Fund Remaining (commns. and fees deducted),Commns. and Fees (2 contracts),yFin Minute Delay,Close Price 1,Close Price 2,Close Price 3,Close Price 4,Close Price 5,Close Price 6,Close Price 7,Close Price 8,Close Price 9,Close Price 10,Close Price 11,Close Price 12
186,2022-03-30 11:35:00 EDT,3,1.0,0.0008,0.0008,0.0009,4,true,0.0010358104234311361,0.0014647164937075094,0.0053,0.0,10104.458,10149.458,0.542,1,519.6655101505648,519.9608843775267,520.1111844168615,520.0631293022442,519.517823037084,519.4610203011298,519.233809357313,519.4155781123663,519.8133108695176,519.6314285089924,519.4951019427023,519.9381632831451
186,2022-05-17 07:02:00 EDT,3,1.0,0.0008,0.0008,0.0009,4,true,0.0010358104234311361,0.0014647164937075094,0.0053,0.0,10104.458,10149.458,0.542,1,520.1145599049246,520.1274314788681,519.998715739434,520.5007071232267,520.5357178043527,520.2690187922454,520.4620924013965,520.3076335140756,520.3269408749908,520.1145599049246,520.2046609225284,520.4620924013965
186,2024-04-15 07:31:00 EDT,3,1.0,0.0008,0.0008,0.0009,4,true,0.0010358104234311361,0.0014647164937075094,0.0053,0.0,10104.458,10149.458,0.542,1,519.9359516720841,520.0223290546289,520.0833013246606,520.2560560897501,520.4084867648291,520.591403574924,520.3170283597817,520.438972899845,520.3983247198239,520.2916232472686,520.5405933498977,520.2967042697712
186,2024-08-05 13:17:00 EDT,3,1.0,0.0008,0.0008,0.0009,4,true,0.0010358104234311361,0.0014647164937075094,0.0053,0.0,10104.458,10149.458,0.542,1,519.83,520.0,519.96,519.92,520.24,520.53,520.31,520.04,520.25,520.76,520.46,520.06
423,2018-02-14 07:39:00 EST,3,0.7368,0.0006,0.0001,-0.0003,19,true,-0.0004390437344209345,-0.0008343243436737532,0.0048,0.0033,10058.916,10063.916,0.542,1,524.5208230329735,524.4816460659471,524.3641151648679,524.3641151648679,524.4816460659471,524.2465842637887,524.2172015385189,524.2661727473019,524.4816460659471,524.2857612308151,524.3641151648679,523.9723454946039
423,2018-02-16 06:13:00 EST,3,0.7368,0.0006,0.0001,-0.0003,19,true,-0.0004390437344209345,-0.0008343243436737532,0.0048,0.0033,10058.916,10063.916,0.542,1,524.5791242845163,524.6364971380655,524.8659885522621,524.5408757154835,524.5791242845163,524.5408757154835,524.4261300083853,524.5791242845163,524.6364971380655,524.8009659849064,524.6556214225818,524.5791242845163
423,2019-03-04 08:24:00 EST,3,0.7368,0.0006,0.0001,-0.0003,19,true,-0.0004390437344209345,-0.0008343243436737532,0.0048,0.0033,10058.916,10063.916,0.542,1,524.6733366942743,524.7300050414116,524.4749974792942,524.6166683471372,524.5788894490457,525.0133467770976,525.0322362261433,525.192796543032,525.1076051278358,525.1172387468491,525.1077940223263,524.9000100828232
423,2019-11-12 04:38:00 EST,3,0.7368,0.0006,0.0001,-0.0003,19,true,-0.0004390437344209345,-0.0008343243436737532,0.0048,0.0033,10058.916,10063.916,0.542,1,524.5939564992232,524.5939564992232,524.5939564992232,524.602445624029,524.6956562143966,524.6703586224753,524.6788477472811,524.6954864319006,524.7637389953392,524.8486302433972,524.8656084930087,524.814673744174
423,2020-04-24 08:44:00 EDT,3,0.7368,0.0006,0.0001,-0.0003,19,true,-0.0004390437344209345,-0.0008343243436737532,0.0048,0.0033,10058.916,10063.916,0.542,1,524.8230816881171,524.5914350807991,524.6178180950415,524.6664676248496,524.7020192043249,524.7037032265106,524.5729108367568,524.4045086181895,524.3764415817617,524.123838253911,524.0489928234366,524.0677041810552
423,2020-05-27 11:49:00 EDT,3,0.7368,0.0006,0.0001,-0.0003,19,true,-0.0004390437344209345,-0.0008343243436737532,0.0048,0.0033,10058.916,10063.916,0.542,1,524.4907260061408,524.4907260061408,524.9758171481396,525.1212925352437,525.1661474462676,525.1661474462676,525.0275994585493,525.0622364554789,525.1315104493381,525.3826286770775,525.5991099078873,525.6683839017464
