ID,Datetime,Selected,Probability,Median Return Rate,Expected Undelayed Return Rate (random trend),Expected Actual Return Rate (random trend),Matched Trend Count,Interrupted Trend,Interrupted Trend Undelayed Return Rate,Interrupted Trend Actual Return Rate,Hit Rate (after first 30 mins),MDD (all the time),Undelayed Fund Remaining (commns. and fees deducted),Fund Remaining (commns. and fees deducted),Commns. and Fees (2 contracts),yFin Minute Delay,Close Price 1,Close Price 2,Close Price 3,Close Price 4,Close Price 5,Close Price 6,Close Price 7,Close Price 8,Close Price 9,Close Price 10
178,2017-04-18 10:48:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.49251010500655,292.4174494749674,292.56131568254244,292.5638177035437,292.623866207575,292.54880557753586,292.56131568254244,292.59884599756197,292.51127526251634,292.4362146324772
178,2017-05-16 06:27:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.3947324143101,292.27901211944527,292.2972837449503,292.2972837449503,292.3460080796302,292.23637832660035,292.28510266128023,292.2607404939403,292.33382699596024,292.2729215776103
178,2017-08-25 06:50:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.3248001959264,292.3367386423936,292.39643087472956,292.39643087472956,292.36061553532795,292.3725539817952,292.43224621413117,292.4441846605984,292.4561231070656,292.43224621413117
178,2019-04-24 11:55:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.53,292.46,292.439,292.31,292.32,292.23,292.0225,291.83,291.78,291.7611
178,2021-10-26 08:45:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.53130440502554,292.32929331023746,292.2042388229877,292.25554322801327,292.37097813932075,292.27382042230363,292.2876084811542,292.3773911899489,292.3324998355516,292.3004345824106
178,2023-06-01 11:28:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.48692637412086,292.44536812939594,292.22372415752955,292.20294503516715,292.05749117862985,291.9882274374216,291.87747471522965,291.8635527032468,291.75965709143446,291.8704790773676
178,2023-08-04 09:10:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.51887056742294,292.4250249878378,292.499402945469,292.4864676484897,292.49293529697934,292.5414426606519,292.47359702799525,292.44112943257704,292.4864676484897,292.5123382424483
178,2023-10-11 05:58:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.4464186644622,292.510223201984,292.5068650684302,292.27851198677325,292.4262698631395,292.39604666115554,292.3523909249564,292.3456746578488,292.5538789381832,292.51358133553776
178,2024-03-08 10:10:00 EST,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.29211134903636,292.03589955226784,292.0928355071053,292.15261825968463,292.07860151839594,292.07302179482184,292.11560988904023,292.00743157484914,291.96757640646285,292.0302059567841
178,2024-03-18 10:47:00 EDT,2,0.7,0.0007,0.0015,0.0017,10,true,0.0015183959509442785,0.0014944261884069353,0.0056,0.0004,10084.458,10084.458,0.542,1,292.48569536939675,292.4230463060327,292.4743046306033,292.5888954628656,292.5454967480625,292.5540398021576,292.534106009269,292.59960275733147,292.5739735950462,292.55973517155434
233,2018-03-29 08:12:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,291.3175721970015,291.23985198184107,291.1843375424408,291.16768321062074,291.1066173272804,291.30646930912144,291.30646930912144,291.3952924121619,291.4730126273223,291.42860107580213
233,2019-03-25 08:43:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.9459374438898,290.92503465364314,291.0138715121916,291.0609027902467,290.9459374438898,291.0818055804934,291.1654167414802,291.1654167414802,291.30128487808383,291.30128487808383
233,2019-04-25 06:20:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,291.18,291.08,291.0,290.79,291.0,291.0601,291.19,291.235,291.11,291.17
233,2019-07-05 05:44:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.99101161420634,290.932225551254,291.04,291.13797677158726,291.1771674802222,291.2163581888571,291.20166167311896,291.19676283453964,291.09143780508333,291.0987860629524
233,2020-01-29 05:02:00 EST,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.8042140018343,290.817560379089,290.87984347294406,290.57732558850506,290.72858453072456,290.65740385203304,290.6396086823601,290.6307110975237,290.65740385203304,290.6307110975237
233,2020-12-01 10:05:00 EST,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.936752080775,290.78593069723024,290.80173557101926,290.61509510165104,290.43290223495706,290.49993396097693,290.5595000682222,290.61906617546737,290.7858512757539,290.76202483285584
233,2021-01-28 09:26:00 EST,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,291.2935049042155,291.1864117038831,291.25525733266824,291.3546245235481,291.3049791756797,291.25755218696105,291.291516030495,291.26290684697767,291.1864117038831,291.1864117038831
233,2021-02-23 07:44:00 EST,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.9509960129423,290.9185687924017,290.941275440977,291.16910134641483,291.0020290157604,291.1387245590231,290.98684062206456,290.7134495355391,290.74382632293083,291.2602317085899
233,2021-04-23 11:57:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,291.06793056705175,291.1761615143772,291.07142188793324,290.99461282854094,291.4694324684205,291.5113283189981,291.51118866616287,291.6509811542568,291.5636981322201,291.66494643778265
233,2021-05-04 07:57:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.9975990675991,291.1460023310024,291.2590714840715,291.23928438228444,291.42867521367526,291.54563111888115,291.58414529914535,291.65481351981356,291.6053457653458,291.50641025641033
233,2021-05-12 11:29:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,291.15476804853387,291.2121879602456,291.17637229031544,291.21943722409924,291.0830649337838,291.35580951441466,291.33427704752273,291.0615324668919,290.9108051986486,291.2481471799551
233,2023-04-17 06:43:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.9952229855491,291.07178179259137,291.0906389895289,291.1141575160465,291.1635958600774,291.19982710363155,291.241214060206,291.3119108921704,291.2836604098669,291.3613492362013
233,2024-05-31 06:25:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,290.75257100120814,290.92285175369625,290.9869791167277,291.067905728038,290.88930906859457,290.83349761251844,290.6660632442901,290.71629355475864,290.63815751625214,290.5879272057836
233,2024-07-12 12:12:00 EDT,2,0.7857,0.0009,0.0009,0.0004,14,true,0.000897762775164285,0.0004165288758974763,0.0085,0.0021,10133.916,10103.916,0.542,1,291.1387122226388,291.128321462361,291.07325043288887,291.12312608222214,291.13346488869854,291.2478152055553,291.29976900694413,291.2530105856942,291.3205505274996,291.28937824666633
293,2017-05-17 07:36:00 EDT,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.5739185193297,291.6721991019603,291.7827647574197,291.8073349030774,291.83804758514947,291.9916109955098,292.0530363596539,291.9547557770233,291.9793259226809,292.04566531595657
293,2017-12-14 10:51:00 EST,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.50150313897973,291.40282658546664,291.3151140934551,291.3534883087102,291.47409298522615,291.4576468929739,291.46861095447537,291.39186252396524,291.46861095447537,291.27125784744936
293,2019-04-25 07:20:00 EDT,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.72,291.84,291.89,291.9475,292.04,292.035,292.23,292.26,292.295,292.28
293,2019-07-23 06:01:00 EDT,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.635366839144,291.5475548410865,291.61592903312237,291.6940709668777,291.655,291.70383870859706,291.75267741719415,291.7136064503165,291.66476774171946,291.50848387420876
293,2020-01-28 06:50:00 EST,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.6619600541162,291.76011466344727,291.84042298017266,291.82703826071844,291.8047303949614,291.8359614070213,291.8627308459297,291.88503871168683,291.88503871168683,291.9564238821094
293,2021-03-22 09:08:00 EDT,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.66984627131586,291.61565738101297,291.6104611860524,291.5584992364469,291.58084287477726,291.5956149147366,291.66984627131586,291.66984627131586,291.74407762789514,291.7292313565793
293,2021-04-12 07:39:00 EDT,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.7295475845616,291.6869489648121,291.6359016188123,291.5946519553548,291.7083192723864,291.796995399165,291.80764505410235,291.7437471244781,291.6869489648121,291.7579466643946
293,2021-08-27 06:39:00 EDT,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.60903232958776,291.57332298110373,291.4921653709127,291.5051505885433,291.544106241435,291.534367328212,291.5116431973586,291.55059885025025,291.60981144264565,291.71291407063234
293,2022-11-23 08:55:00 EST,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.63971943765273,291.655,291.6659146873908,291.6841058330422,291.6404470834788,291.76407410932586,291.24024187914773,292.18981968215155,292.6227689486552,292.72463936430313
293,2024-05-16 10:10:00 EDT,2,0.7,0.001,0.0004,0.0001,10,false,0.0,0.0,0.0102,0.0021,10153.374,10108.374,0.542,1,291.5779197893266,291.52561536065537,291.566908330659,291.52561536065537,291.48432239065176,291.3108919166367,291.3191505106374,291.34117342797265,291.4127479093122,291.37971353330937
306,2018-07-02 11:31:00 EDT,2,0.8571,0.0005,0.0002,0.0001,7,false,0.0,0.0,0.013,0.0021,10162.832,10112.832,0.542,1,292.28379648398635,292.22991928647775,292.12216489146067,292.1194710315852,292.1598789297166,292.19759296797264,292.18681752847095,292.4238771975086,292.4562035160138,292.52085615302406
306,2019-04-25 07:33:00 EDT,2,0.8571,0.0005,0.0002,0.0001,7,false,0.0,0.0,0.013,0.0021,10162.832,10112.832,0.542,1,292.345,292.41,292.36,292.34,292.46,292.54,292.57,292.545,292.5931,292.56
306,2021-04-09 11:29:00 EDT,2,0.8571,0.0005,0.0002,0.0001,7,false,0.0,0.0,0.013,0.0021,10162.832,10112.832,0.542,1,292.4379640297762,292.48754785024187,292.51604429878535,292.5659130837364,292.6086577565516,292.6478403732989,292.6300300929592,292.64427831723094,292.6798988779103,292.7725123356766
306,2021-11-29 07:22:00 EST,2,0.8571,0.0005,0.0002,0.0001,7,false,0.0,0.0,0.013,0.0021,10162.832,10112.832,0.542,1,292.46422981886934,292.5647416256634,292.5523032895726,292.58986957736187,292.46982078812226,292.45794783094476,292.52076771019097,292.571023613588,292.53333168604024,292.5270496981156
306,2023-06-30 06:13:00 EDT,2,0.8571,0.0005,0.0002,0.0001,7,false,0.0,0.0,0.013,0.0021,10162.832,10112.832,0.542,1,292.33039867259635,292.29746356863893,292.30399778766053,292.4393023229564,292.42940199110546,292.44920265480727,292.44920265480727,292.507482608303,292.56140641578435,292.46959733842016
306,2023-11-13 08:46:00 EST,2,0.8571,0.0005,0.0002,0.0001,7,false,0.0,0.0,0.013,0.0021,10162.832,10112.832,0.542,1,292.4595477233024,292.44296481157977,292.45623114095787,292.4860803820587,292.462864305647,292.5258793701931,292.46266531070626,292.4098653197813,292.35341708827735,292.30333669487493
306,2024-02-21 06:15:00 EST,2,0.8571,0.0005,0.0002,0.0001,7,false,0.0,0.0,0.013,0.0021,10162.832,10112.832,0.542,1,292.44071756833023,292.4466106990244,292.2874961702814,292.3346412158349,292.34348091187616,292.37,292.38178626138836,292.3758931306942,292.4053587841651,292.3758931306942
562,2016-11-07 08:05:00 EST,2,0.7143,0.0008,0.0008,0.0005,7,true,0.0007584637661174034,0.0004855436117963882,0.009,0.0021,10202.29,10137.29,0.542,1,292.6537525259646,292.6124949480709,292.62624747403544,292.62624747403544,292.62624747403544,292.6537525259646,292.61662070586027,292.6124949480709,292.5712373701772,292.50247474035433
562,2017-10-30 06:35:00 EDT,2,0.7143,0.0008,0.0008,0.0005,7,true,0.0007584637661174034,0.0004855436117963882,0.009,0.0021,10202.29,10137.29,0.542,1,292.7195649809679,292.7195649809679,292.70251534218903,292.70251534218903,292.6911489163365,292.7536642585256,292.71388176804163,292.7309314068205,292.7366146197468,292.7877635360832
562,2018-01-30 10:50:00 EST,2,0.7143,0.0008,0.0008,0.0005,7,true,0.0007584637661174034,0.0004855436117963882,0.009,0.0021,10202.29,10137.29,0.542,1,292.55704333652244,292.4637170901102,292.57259771092447,292.6037064597286,292.4896410474469,292.52074979625104,292.55704333652244,292.5777825023918,292.4326083413061,292.34965167782855
562,2019-02-13 08:29:00 EST,2,0.7143,0.0008,0.0008,0.0005,7,true,0.0007584637661174034,0.0004855436117963882,0.009,0.0021,10202.29,10137.29,0.542,1,292.67511424623666,292.6825627227111,292.66117495454876,292.6506406806778,292.61871863864445,292.61871863864445,292.61871863864445,292.6612813613556,292.64,292.61871863864445
