ID,Datetime,Selected,Probability,Median Return Rate,Expected Undelayed Return Rate (random trend),Expected Actual Return Rate (random trend),Matched Trend Count,Interrupted Trend,Interrupted Trend Undelayed Return Rate,Interrupted Trend Actual Return Rate,Hit Rate (after first 30 mins),MDD (all the time),Undelayed Fund Remaining (commns. and fees deducted),Fund Remaining (commns. and fees deducted),Commns. and Fees (2 contracts),yFin Minute Delay,Close Price 1,Close Price 2,Close Price 3,Close Price 4,Close Price 5,Close Price 6,Close Price 7,Close Price 8
48,2017-02-24 04:35:00 EST,2,1.0,0.0009,0.0005,0.0011,5,false,0.0,0.0,0.0204,0.0,10024.458,10059.458,0.542,1,291.1614495646634,291.26656869823745,291.27893565512846,291.41497218093014,291.377871310257,291.4211556593757,291.41497218093014,291.58810957740496
48,2018-09-24 05:33:00 EDT,2,1.0,0.0009,0.0005,0.0011,5,false,0.0,0.0,0.0204,0.0,10024.458,10059.458,0.542,1,291.01,290.94,291.05,291.12,291.11,291.13,291.2,291.29
48,2018-10-18 05:36:00 EDT,2,1.0,0.0009,0.0005,0.0011,5,false,0.0,0.0,0.0204,0.0,10024.458,10059.458,0.542,1,290.84582648925874,291.08601370010405,291.0755707778934,291.2008858444214,291.2635433776854,291.22177168884275,291.3993013664241,291.5037305885307
48,2021-08-04 05:33:00 EDT,2,1.0,0.0009,0.0005,0.0011,5,false,0.0,0.0,0.0204,0.0,10024.458,10059.458,0.542,1,291.2594994539498,291.34562386239537,291.3721236803786,291.33237395340376,291.44499817983257,291.3257489989079,291.28599927193306,291.3191240444121
48,2023-06-28 05:34:00 EDT,2,1.0,0.0009,0.0005,0.0011,5,false,0.0,0.0,0.0204,0.0,10024.458,10059.458,0.542,1,291.2201207232075,291.2871672072321,291.3173079842661,291.28046925678007,291.2938651576841,291.36754261265617,291.3742405631081,291.44644446898076
103,2016-09-08 08:18:00 EDT,2,0.8571,0.0007,0.001,0.0017,7,true,0.0006590296757186759,0.0013861049597296365,0.0192,0.0008,10058.916,10138.916,0.542,1,291.02325463280715,291.0765092656143,291.0498819492107,291.0365682910089,291.06319560741247,291.00994097460534,291.07118380233356,291.1430775566232
103,2018-04-18 09:48:00 EDT,2,0.8571,0.0007,0.001,0.0017,7,true,0.0006590296757186759,0.0013861049597296365,0.0192,0.0008,10058.916,10138.916,0.542,1,290.9270048023643,290.9055072035464,290.93775360177324,291.0129951976358,290.99042271887697,291.0129951976358,291.02374399704473,291.0119203176949
103,2018-09-24 06:28:00 EDT,2,0.8571,0.0007,0.001,0.0017,7,true,0.0006590296757186759,0.0013861049597296365,0.0192,0.0008,10058.916,10138.916,0.542,1,290.77,290.7399,290.84,290.75,290.79,290.76,290.8768,290.87
103,2019-09-17 06:14:00 EDT,2,0.8571,0.0007,0.001,0.0017,7,true,0.0006590296757186759,0.0013861049597296365,0.0192,0.0008,10058.916,10138.916,0.542,1,291.10584033613446,291.09613745498206,291.21742346938777,291.19316626650664,291.2028691476591,291.2804921968788,291.19316626650664,291.222274909964
103,2021-07-14 09:25:00 EDT,2,0.8571,0.0007,0.001,0.0017,7,true,0.0006590296757186759,0.0013861049597296365,0.0192,0.0008,10058.916,10138.916,0.542,1,291.0167228683505,290.92995182712826,290.95998795678213,291.0167228683505,290.916602436171,291.0033734773932,291.05677104122225,291.160228821141
103,2024-03-13 07:49:00 EDT,2,0.8571,0.0007,0.001,0.0017,7,true,0.0006590296757186759,0.0013861049597296365,0.0192,0.0008,10058.916,10138.916,0.542,1,291.01511949758685,291.0686989009712,291.12227830435546,291.12227830435546,291.13919811595053,291.1617578647439,291.17303773914057,291.26327673431416
103,2024-06-12 11:51:00 EDT,2,0.8571,0.0007,0.001,0.0017,7,true,0.0006590296757186759,0.0013861049597296365,0.0192,0.0008,10058.916,10138.916,0.542,1,290.96463798028196,291.08190535151573,291.1137021284438,291.0933264535152,291.1145064314015,291.1308605915416,291.20056684787625,291.11477453238734
209,2017-11-07 09:20:00 EST,2,1.0,0.0006,0.0001,0.0,4,false,0.0,0.0,0.0143,0.0008,10058.374,10138.374,0.542,1,290.69,290.67874951621644,290.70125048378355,290.67874951621644,290.70125048378355,290.69,290.70125048378355,290.70687572567533
209,2018-09-24 08:14:00 EDT,2,1.0,0.0006,0.0001,0.0,4,false,0.0,0.0,0.0143,0.0008,10058.374,10138.374,0.542,1,290.6965,290.66,290.72,290.68,290.7,290.721,290.72,290.75
209,2021-04-15 11:31:00 EDT,2,1.0,0.0006,0.0001,0.0,4,false,0.0,0.0,0.0143,0.0008,10058.374,10138.374,0.542,1,290.7431674269861,290.767684685807,290.8622512555452,290.83072906563245,290.8517438589076,290.81671920344905,290.9077833076413,290.890270979912
209,2024-02-07 08:46:00 EST,2,1.0,0.0006,0.0001,0.0,4,false,0.0,0.0,0.0143,0.0008,10058.374,10138.374,0.542,1,290.6257694393668,290.6608042906213,290.6958391418757,290.68416085812424,290.78342627001183,290.79218498282546,290.847656830645,290.85933511439646
531,2016-09-15 11:23:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.81298532416866,290.7792169793795,290.71168028980117,290.758955972506,290.758955972506,290.758955972506,290.81298532416866,290.85350733791563
531,2016-11-01 06:49:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.86882335452265,290.84137254069157,290.97862660984714,290.93745038910043,290.9484307146329,290.93745038910043,290.8976467090453,290.9099995752693
531,2017-01-23 05:23:00 EST,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.84514496983843,290.7679704222611,290.84,290.80655769604977,290.79369527145354,290.6907958746837,290.6650710254913,290.58789647791394
531,2017-10-30 07:43:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.8569886485328,290.85132576568856,290.85132576568856,290.8683144142214,290.91928035982005,290.9136174769758,290.8966288284429,290.86265153137714
531,2018-06-13 11:34:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.78781266822176,290.7982501345774,290.73562533644355,290.76171900233265,290.7043129373766,290.58950080746456,290.5999382738202,290.5946151659788
531,2018-09-17 11:25:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.79979541056116,290.7696419684821,290.82994885264026,290.870153442079,290.9003068841581,290.82994885264026,290.72943737904336,290.8098465579208
531,2018-09-25 07:06:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.9,290.94,291.0,290.99,291.04,291.04,291.055,291.07
531,2019-07-17 06:57:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.9033341150457,290.9569245200844,290.97641194009844,291.0397460551442,291.08359275017585,291.1517987202251,291.19077356025326,291.13231130021103
531,2019-10-31 10:07:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.8688751365125,290.9266254095376,290.9362504550418,290.8881252275209,290.8496250455041,290.95068802329814,290.97475063705855,290.9218128867855
531,2020-12-08 05:28:00 EST,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.8464820830615,290.93359495542506,291.0536715916503,291.1799141117634,291.2511379756468,291.28267884322673,291.2115340291367,291.21943900848004
531,2021-06-22 11:55:00 EDT,2,0.7692,0.0008,0.0023,0.0021,13,true,0.0008338087506034282,0.0011867944764088199,0.0076,0.0009,10102.832,10202.832,0.542,1,290.9465159194282,290.9602599090318,290.8915399610136,290.8571799870045,290.7128680961663,290.760972059779,290.9190279402209,291.0908278102663
