ID,Datetime,Selected,Probability,Median Return Rate,Expected Undelayed Return Rate (random trend),Expected Actual Return Rate (random trend),Matched Trend Count,Interrupted Trend,Interrupted Trend Undelayed Return Rate,Interrupted Trend Actual Return Rate,Hit Rate (after first 30 mins),MDD (all the time),Undelayed Fund Remaining (commns. and fees deducted),Fund Remaining (commns. and fees deducted),Commns. and Fees (2 contracts),yFin Minute Delay,Close Price 1,Close Price 2,Close Price 3,Close Price 4,Close Price 5,Close Price 6,Close Price 7,Close Price 8
265,2016-12-12 09:18:00 EST,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.44957127379666,289.46108758042766,289.46876511818164,289.44957127379666,289.44317332566834,289.41758153315504,289.46876511818164,289.432936608663
265,2017-02-15 05:53:00 EST,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.32909405507013,289.34516514643366,289.32909405507013,289.3785435669579,289.4279930788456,289.40326832290174,289.40326832290174,289.44035545681754
265,2017-07-12 10:20:00 EDT,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.35407255669134,289.2947981236045,289.30665301022185,289.3659274433087,289.342217670074,289.3303627834566,289.3303627834566,289.3659274433087
265,2018-11-07 08:00:00 EST,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.3391946559847,289.3909492430874,289.4323529127695,289.5255111695542,289.3805983256669,289.3184928211437,289.35472103211555,289.3391946559847
265,2019-06-14 11:08:00 EDT,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.365,289.375,289.4,289.4268,289.41,289.4,289.41,289.515
265,2020-08-10 07:32:00 EDT,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.4552126832187,289.48117977864194,289.5677367633862,289.5417696679629,289.4898354771164,289.5244582710141,289.5417696679629,289.5374418187257
265,2021-03-26 08:39:00 EDT,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.43374295981044,289.49273732765874,289.49642447564923,289.52186579678386,289.58860317541223,289.58860317541223,289.64391039527004,289.59966461938376
265,2022-11-22 06:02:00 EST,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.2040309876301,289.17288085356836,289.16232765394466,289.1503188405797,289.1067232090307,289.19406003350286,289.2086161709149,289.2158942396209
265,2023-06-20 08:19:00 EDT,2,0.7778,0.0005,0.0006,0.0006,9,true,0.0007179180376907941,0.000610888213719355,0.0038,0.0009,10039.458,10034.458,0.542,1,289.3404405623488,289.4001134229795,289.48299239607763,289.55261073348004,289.55261073348004,289.59239264056714,289.7051080439806,289.87086599017687
333,2019-06-17 05:46:00 EDT,2,1.0,0.0009,0.0008,0.0004,5,false,0.0,0.0,0.0061,0.0009,10083.916,10058.916,0.542,1,289.5216,289.5,289.57,289.68,289.64,289.6633,289.58,289.67
333,2020-05-22 07:34:00 EDT,2,1.0,0.0009,0.0008,0.0004,5,false,0.0,0.0,0.0061,0.0009,10083.916,10058.916,0.542,1,289.61708546135515,289.56318258767453,289.58919786857336,289.64132697310185,289.8075685597549,289.7215407558734,289.71562819203274,289.72774894790604
333,2020-11-11 05:27:00 EST,2,1.0,0.0009,0.0008,0.0004,5,false,0.0,0.0,0.0061,0.0009,10083.916,10058.916,0.542,1,289.42814189664387,289.50956086308264,289.51770275972655,289.7293920724675,289.8881590570231,289.86780431541337,289.8189529355501,289.91665569527663
