ID,Datetime,Selected,Probability,Median Return Rate,Expected Undelayed Return Rate (random trend),Expected Actual Return Rate (random trend),Matched Trend Count,Interrupted Trend,Interrupted Trend Undelayed Return Rate,Interrupted Trend Actual Return Rate,Hit Rate (after first 30 mins),MDD (all the time),Undelayed Fund Remaining (commns. and fees deducted),Fund Remaining (commns. and fees deducted),Commns. and Fees (2 contracts),yFin Minute Delay,Close Price 1,Close Price 2,Close Price 3,Close Price 4,Close Price 5,Close Price 6,Close Price 7,Close Price 8,Close Price 9,Close Price 10,Close Price 11,Close Price 12
31,2016-08-16 06:07:00 EDT,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.56,218.595,218.53,218.525,218.6,218.595,218.57,218.56,218.57,218.511,218.48,218.54
31,2016-09-21 06:08:00 EDT,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.50872169943167,218.43744339886334,218.4282790459331,218.39162163421224,218.4170781701295,218.45882688903382,218.4170781701295,218.44762601323023,218.50872169943167,218.45780862759713,218.42216947731296,218.43744339886334
31,2017-10-09 05:37:00 EDT,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.55854282012018,218.5027541524326,218.5027541524326,218.51906160914126,218.47700553657677,218.4014762633997,218.40834256096127,218.39975968900933,218.3482624572977,218.33967958534575,218.28646577924374,218.28389091765817
31,2018-02-26 07:14:00 EST,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.5326130943778,218.52471527677412,218.54840872958522,218.51681745917043,218.5563065471889,218.52866418557596,218.58,218.60369345281111,218.5405109119815,218.60369345281111,218.6115912704148,218.5957956352074
31,2018-03-08 06:15:00 EST,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.6519170870805,218.69187102434745,218.69986181180084,218.66949681947796,218.66070695327926,218.5720092125466,218.69187102434745,218.58,218.5720092125466,218.53205527527967,218.56401842509322,218.49210133801273
31,2018-03-21 11:40:00 EDT,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.45130524379024,218.43521839926404,218.33869733210673,218.3346756209752,218.16978546458145,218.137611775529,218.25826310947565,218.3869578656854,218.4030447102116,218.3708710211592,218.31456706531742,218.137611775529
31,2018-06-11 07:47:00 EDT,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.55845769272125,218.54083216858407,218.54474895172567,218.56433286743365,218.57216643371683,218.57216643371683,218.58783356628325,218.61525104827442,218.58783356628325,218.60350069884961,218.52516503601765,218.5299435114504
31,2020-11-19 07:42:00 EST,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.54318032510741,218.20566663859177,218.2547595384486,218.19339341362758,218.19953002610967,218.11975406384235,218.09520761391394,218.08907100143185,218.05838793902132,218.05225132653922,218.06452455150344,218.10011690389965
31,2021-12-15 07:03:00 EST,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.5795265346792,218.61314257245593,218.6178772256639,218.58,218.54685742754407,218.46163366980028,218.47583762942423,218.44269505696832,218.45926634319628,218.43322575055237,218.45689901659227,218.46636832300828
31,2022-12-19 07:53:00 EST,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.59145777637994,218.60910275200504,218.53989778267027,218.54562667086023,218.53703333857524,218.5513555590502,218.4596933480107,218.50552445353046,218.49171783299263,218.4424493945589,218.4596933480107,218.53130445038528
31,2023-03-27 10:34:00 EDT,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.5415253470127,218.54427353651178,218.60748189499097,218.6459565479783,218.64601151176825,218.6459565479783,218.62397103198552,218.58,218.60748189499097,218.61847465298735,218.65420111647558,218.59648913699456
31,2023-03-28 06:08:00 EDT,2,0.75,0.0005,0.0005,0.0004,12,true,0.0005415240653295553,0.00038507673213656826,0.0323,0.0012,10019.458,10014.458,0.542,1,218.6076068505608,218.7290769930282,218.7069915125796,218.81741891482272,218.85054713549565,218.76215000000005,218.72355562291605,218.76772658381333,218.7345983631404,218.79533343437407,218.8312223401031,218.82294028493487
83,2016-08-16 06:59:00 EDT,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.25,218.29,218.29,218.28,218.3,218.337,218.36,218.37,218.42,218.42,218.41,218.415
83,2017-10-30 11:19:00 EDT,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.24,218.24,218.23574796399487,218.24425203600515,218.24,218.21873981997433,218.180471495928,218.19322760394343,218.22299185597947,218.27826832404634,218.2740162880412,218.31653664809264
83,2018-03-12 10:50:00 EDT,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.24,218.2321547199655,218.29883960025882,218.34120411244518,218.42828672082825,218.33414336041412,218.35767920051762,218.35767920051762,218.24,218.34591128046588,218.34198864044862,218.42357955280752
83,2018-08-01 07:47:00 EDT,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.24768724115847,218.243028307123,218.22447021988188,218.23223510994094,218.17788087952752,218.12352664911407,218.08470219881877,218.16235109940936,218.25941222514763,218.2555297801181,218.22447021988188,218.2011755497047
83,2019-06-26 10:39:00 EDT,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.277542145462,218.2625252872772,218.2475084290924,218.1611614945297,218.12737356361382,218.08232298905935,218.1325543796876,218.12737356361382,218.14989885089108,218.20245785453795,218.17242413816828,218.1799325672607
83,2019-07-10 08:27:00 EDT,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.21805530417294,218.29120429026312,218.27657449304508,218.34240858052624,218.36435327635326,218.34972347913524,218.38629797218033,218.45213205966147,218.46676185687951,218.45213205966147,218.43018736383442,218.39361287078935
83,2019-11-07 08:38:00 EST,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.261211002041,218.27535167006837,218.28242200408204,218.29125992159913,218.27535167006837,218.29656267210936,218.28595717108888,218.27535167006837,218.2894923380957,218.27535167006837,218.24098984676192,218.261211002041
83,2023-08-23 07:45:00 EDT,2,0.75,0.0008,0.0008,0.0008,8,true,0.0008627507369329399,0.0003855365883808353,0.0247,0.0012,10053.916,10028.916,0.542,1,218.2345656140351,218.34369796491228,218.2622315789474,218.3190456140351,218.3264561403509,218.28446315789475,218.3832701754386,218.45243508771932,218.46231578947368,218.4535219649123,218.42279298245614,218.4721964912281
85,2016-08-16 07:01:00 EDT,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.29,218.28,218.3,218.337,218.36,218.37,218.42,218.42,218.41,218.415,218.47,218.445
85,2017-01-11 05:21:00 EST,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.3188985481664,218.29,218.2996328493888,218.3188985481664,218.3574299457217,218.34779709633287,218.3574299457217,218.46339128899868,218.5115555359428,218.46339128899868,218.40559419266577,218.40559419266577
85,2017-02-27 04:46:00 EST,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.32692945356115,218.38232363390287,218.41925308746406,218.3730912705126,218.38232363390287,218.39155599729318,218.44695017763493,218.4561825410252,218.47464726780578,218.47649374048385,218.40078836068346,218.41925308746406
85,2017-03-17 07:41:00 EDT,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.3341701901634,218.4031861122938,218.36637762049094,218.4031861122938,218.41238823524452,218.41238823524452,218.3939839893431,218.42159035819523,218.41238823524452,218.37557974344165,218.38478186639236,218.4031861122938
85,2019-02-25 09:37:00 EST,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.30160873342302,218.31430822032212,218.31041267219356,218.34547260535055,218.36105479786474,218.33768150909344,218.36105479786474,218.373364729951,218.39221918289317,218.37274144225043,218.40780137540736,218.39221918289317
85,2019-04-18 07:27:00 EDT,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.2824524583362,218.18433441670697,218.19188195837074,218.2296196666897,218.2937737708319,218.35038033331028,218.323963937487,218.33151147915078,218.37302295830162,218.41076066662055,218.41830820828432,218.45604591660327
85,2019-06-17 11:35:00 EDT,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.27116305961135,218.25232611922272,218.20711746228992,218.21465223844535,218.16190880535711,218.11670014842431,218.10916537226885,218.1053979841911,218.13176970073522,218.1732109695903,218.15814141727938,218.19852781747264
85,2019-10-28 08:38:00 EDT,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.3043938544723,218.31159078170845,218.29719692723614,218.31821195476573,218.3043938544723,218.3403784906531,218.3043938544723,218.32598463618078,218.3452724011737,218.359666255646,218.36189730308922,218.3547723451254
85,2019-12-12 08:42:00 EST,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.28309580289084,218.28309580289084,218.23131432457217,218.2451227187905,218.2554790144542,218.23476642312676,218.23131432457217,218.24167062023594,218.2140538317993,218.2692874086725,218.27619160578166,218.26238321156336
85,2021-10-29 09:52:00 EDT,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.2661993545292,218.29952025818832,218.30904051637663,218.29952025818832,218.35188167822406,218.36730449648914,218.3244633346417,218.34236142003576,218.34712154912992,218.3042803872825,218.30904051637663,218.31856077456496
85,2023-07-17 10:42:00 EDT,2,0.8182,0.0005,0.0001,0.0001,11,false,0.0,0.0,0.0361,0.0012,10058.374,10033.374,0.542,1,218.25658893234163,218.29048421837183,218.29048421837183,218.30258967766835,218.30258967766835,218.29048421837183,218.30501076952763,218.30389706727237,218.30016858580905,218.30501076952763,218.28564203465325,218.30016858580905
287,2016-08-16 10:23:00 EDT,2,1.0,0.0005,0.0001,0.0001,4,false,0.0,0.0,0.0141,0.0012,10062.832,10032.832,0.542,1,218.19,218.19,218.15,218.1,218.245,218.215,218.22,218.22,218.19,218.22,218.2,218.175
